"Periodo","cvegeo","Desglose","Proporción_de_la_población_con_inseguridad_alimentaria_moderada_o_severa,_por_desglose_geográfico_(Municipio_o_demarcación_territorial)",
"2020",	21174,"Teziutlán","20.9578661768",
"2020",	21175,"Tianguismanalco","33.8177491944",
"2020",	21176,"Tilapa","17.3705938393",
"2020",	21177,"Tlacotepec de Benito Juárez","29.8250725264",
"2020",	21178,"Tlacuilotepec","57.8927907443",
"2020",	21179,"Tlachichuca","40.1897885865",
"2020",	21180,"Tlahuapan","26.8610604348",
"2020",	21181,"Tlaltenango","18.3955739972",
"2020",	21182,"Tlanepantla","20.8986218614",
"2020",	21183,"Tlaola","34.0527004898",
"2020",	21184,"Tlapacoya","13.7448947534",
"2020",	21185,"Tlapanalá","31.5721586674",
"2020",	21186,"Tlatlauquitepec","19.2894904192",
"2020",	21187,"Tlaxco","19.3828950093",
"2020",	21188,"Tochimilco","34.7317120015",
"2020",	21189,"Tochtepec","33.594105386",
"2020",	21190,"Totoltepec de Guerrero","44.5578231293",
"2020",	21191,"Tulcingo","16.6471651952",
"2020",	21192,"Tuzamapan de Galeana","29.7846889952",
"2020",	21193,"Tzicatlacoyan","22.5660259416",
"2020",	21194,"Venustiano Carranza","33.3859064881",
"2020",	21195,"Vicente Guerrero","31.5188762072",
"2020",	21196,"Xayacatlán de Bravo","11.0964332893",
"2020",	21197,"Xicotepec","34.9002696653",
"2020",	21198,"Xicotlán","12.432012432",
"2020",	21199,"Xiutetelco","37.1275824559",
"2020",	21200,"Xochiapulco","21.4285714286",
"2020",	21201,"Xochiltepec","22.2554591684",
"2020",	21202,"Xochitlán de Vicente Suárez","37.7074554344",
"2020",	21203,"Xochitlán Todos Santos","18.5764622974",
"2020",	21204,"Yaonáhuac","25.0702785587",
"2020",	21205,"Yehualtepec","24.2987416999",
"2020",	21206,"Zacapala","20.9702660407",
"2020",	21207,"Zacapoaxtla","36.3288213376",
"2020",	21208,"Zacatlán","24.4368764129",
"2020",	21209,"Zapotitlán","20.9324340315",
"2020",	21210,"Zapotitlán de Méndez","32.0151679307",
"2020",	21211,"Zaragoza","23.2156571007",
"2020",	21212,"Zautla","50.0866517353",
"2020",	21213,"Zihuateutla","47.1714388558",
"2020",	21214,"Zinacatepec","33.5157852249",
"2020",	21215,"Zongozotla","14.110292476",
"2020",	21216,"Zoquiapan","35.9219269103",
"2020",	21217,"Zoquitlán","24.7660979637",
"2020",	22,"Querétaro","NA",
"2020",	22001,"Amealco de Bonfil","37.7074889522",
"2020",	22002,"Pinal de Amoles","13.7635394815",
"2020",	22003,"Arroyo Seco","13.1321938129",
"2020",	22004,"Cadereyta de Montes","26.5020885452",
"2020",	22005,"Colón","24.0424746431",
"2020",	22006,"Corregidora","13.2610896659",
"2020",	22007,"Ezequiel Montes","25.0016974073",
"2020",	22008,"Huimilpan","19.8021595865",
"2020",	22009,"Jalpan de Serra","21.731404953",
"2020",	22010,"Landa de Matamoros","19.8916069699",
"2020",	22011,"El Marqués","14.2032494943",
"2020",	22012,"Pedro Escobedo","23.1094191647",
"2020",	22013,"Peñamiller","19.281029428",
"2020",	22014,"Querétaro","13.7330702133",
"2020",	22015,"San Joaquín","13.9206290699",
"2020",	22016,"San Juan del Río","19.1094880538",
"2020",	22017,"Tequisquiapan","14.4479145649",
"2020",	22018,"Tolimán","29.7639076181",
"2020",	23,"Quintana Roo","NA",
"2020",	23001,"Cozumel","14.0216656975",
"2020",	23002,"Felipe Carrillo Puerto","32.3487421492",
"2020",	23003,"Isla Mujeres","18.4203764681",
"2020",	23004,"Othón P. Blanco","32.0792841853",
"2020",	23005,"Benito Juárez","26.7974111596",
"2020",	23006,"José María Morelos","29.31203719",
"2020",	23007,"Lázaro Cárdenas","23.4812015515",
"2020",	23008,"Solidaridad","26.1896651697",
"2020",	23009,"Tulum","28.1808161691",
"2020",	23010,"Bacalar","32.8638484638",
"2020",	23011,"Puerto Morelos","20.7115653735",
"2020",	24,"San Luis Potosí","NA",
"2020",	24001,"Ahualulco","11.0497840741",
"2020",	24002,"Alaquines","8.4393216746",
"2020",	24003,"Aquismón","38.0440004492",
"2020",	24004,"Armadillo de los Infante","11.0112936345",
"2020",	24005,"Cárdenas","16.897387487",
"2020",	24006,"Catorce","12.9852174838",
"2020",	24007,"Cedral","21.6617627739",
"2020",	24008,"Cerritos","14.4736521711",
"2020",	24009,"Cerro de San Pedro","12.6175869121",
"2020",	24010,"Ciudad del Maíz","11.9398155514",
"2020",	24011,"Ciudad Fernández","20.4490895916",
"2020",	24012,"Tancanhuitz","24.3261573226",
"2020",	24013,"Ciudad Valles","19.5840616545",
"2020",	24014,"Coxcatlán","21.9629973138",
"2020",	24015,"Charcas","17.4248600504",
"2020",	24016,"Ebano","23.0799792301",
"2020",	24017,"Guadalcázar","19.2759014281",
"2020",	24018,"Huehuetlán","24.8156585",
"2020",	24019,"Lagunillas","8.1762180325",
"2020",	24020,"Matehuala","18.9492757877",
"2020",	24021,"Mexquitic de Carmona","17.0825593241",
"2020",	24022,"Moctezuma","13.8462427133",
"2020",	24023,"Rayón","21.184504328",
"2020",	24024,"Rioverde","18.9063393205",
"2020",	24025,"Salinas","17.6956576157",
"2020",	24026,"San Antonio","18.216588351",
"2020",	24027,"San Ciro de Acosta","15.7615897161",
"2020",	24028,"San Luis Potosí","12.5369314015",
"2020",	24029,"San Martín Chalchicuautla","14.7510491864",
"2020",	24030,"San Nicolás Tolentino","14.4209599295",
"2020",	24031,"Santa Catarina","20.940349703",
"2020",	24032,"Santa María del Río","16.1242554119",
"2020",	24033,"Santo Domingo","22.0335442179",
"2020",	24034,"San Vicente Tancuayalab","18.5797199604",
"2020",	24035,"Soledad de Graciano Sánchez","12.6814155398",
"2020",	24036,"Tamasopo","26.9789250264",
"2020",	24037,"Tamazunchale","25.930134685",
"2020",	24038,"Tampacán","29.7413034006",
"2020",	24039,"Tampamolón Corona","28.3806248259",
"2020",	24040,"Tamuín","39.4232016348",
"2020",	24041,"Tanlajás","30.4904191893",
"2020",	24042,"Tanquián de Escobedo","27.9257407045",
"2020",	24043,"Tierra Nueva","9.3594771242",
"2020",	24044,"Vanegas","13.5076840119",
"2020",	24045,"Venado","18.8788543584",
"2020",	24046,"Villa de Arriaga","19.1203710279",
"2020",	24047,"Villa de Guadalupe","10.6982843405",
"2020",	24048,"Villa de la Paz","13.8835695136",
"2020",	24049,"Villa de Ramos","29.5690504558",
"2020",	24050,"Villa de Reyes","17.8223148869",
"2020",	24051,"Villa Hidalgo","16.2644261553",
"2020",	24052,"Villa Juárez","22.6625650069",
"2020",	24053,"Axtla de Terrazas","30.439534344",
"2020",	24054,"Xilitla","31.5057429457",
"2020",	24055,"Zaragoza","15.9954358923",
"2020",	24056,"Villa de Arista","22.7024407154",
"2020",	24057,"Matlapa","30.3845707325",
"2020",	24058,"El Naranjo","18.3217823484",
"2020",	25,"Sinaloa","NA",
"2020",	25001,"Ahome","23.1703278388",
"2020",	25002,"Angostura","27.9270875412",
"2020",	25003,"Badiraguato","47.9462730332",
"2020",	25004,"Concordia","23.9226371424",
"2020",	25005,"Cosalá","25.8275088166",
"2020",	25006,"Culiacán","17.261090491",
"2020",	25007,"Choix","39.1109176239",
"2020",	25008,"Elota","23.6247701422",
"2020",	25009,"Escuinapa","35.2779453349",
"2020",	25010,"El Fuerte","26.543053645",
"2020",	25011,"Guasave","25.9151167982",
"2020",	25012,"Mazatlán","19.3526052287",
"2020",	25013,"Mocorito","32.1468143926",
"2020",	25014,"Rosario","28.9625687495",
"2020",	25015,"Salvador Alvarado","24.2870271166",
"2020",	25016,"San Ignacio","27.8782684253",
"2020",	25017,"Sinaloa","24.193546349",
"2020",	25018,"Navolato","27.6208547306",
"2020",	26,"Sonora","NA",
"2020",	26001,"Aconchi","13.253968254",
"2020",	26002,"Agua Prieta","21.6745943291",
"2020",	26003,"Alamos","38.931731499",
"2020",	26004,"Altar","21.3413975591",
"2020",	26005,"Arivechi","13.3567662566",
"2020",	26006,"Arizpe","9.6513761468",
"2020",	26007,"Atil","9.3548387097",
"2020",	26008,"Bacadéhuachi","16.4778578785",
"2020",	26009,"Bacanora","14.709851552",
"2020",	26010,"Bacerac","14.6300914381",
"2020",	26011,"Bacoachi","5.3324099723",
"2020",	26012,"Bácum","32.9649071719",
"2020",	26013,"Banámichi","7.3696145125",
"2020",	26014,"Baviácora","11.4696485623",
"2020",	26015,"Bavispe","7.5043630017",
"2020",	26016,"Benjamín Hill","16.3310961969",
"2020",	26017,"Caborca","17.1423408693",
"2020",	26018,"Cajeme","23.6192159266",
"2020",	26019,"Cananea","15.7551972726",
"2020",	26020,"Carbó","12.9012345679",
"2020",	26021,"La Colorada","8.5178875639",
"2020",	26022,"Cucurpe","1.1976047904",
"2020",	26023,"Cumpas","8.0488681279",
"2020",	26024,"Divisaderos","11.3055181696",
"2020",	26025,"Empalme","31.6483720722",
"2020",	26026,"Etchojoa","47.7588244551",
"2020",	26027,"Fronteras","14.1830432341",
"2020",	26028,"Granados","5.3497942387",
"2020",	26029,"Guaymas","26.253575955",
"2020",	26030,"Hermosillo","17.126284265",
"2020",	26031,"Huachinera","15.9519725557",
"2020",	26032,"Huásabas","7.7010192525",
"2020",	26033,"Huatabampo","37.2986712386",
"2020",	26034,"Huépac","3.2786885246",
"2020",	26035,"Imuris","19.3383031193",
"2020",	26036,"Magdalena","19.1443118642",
"2020",	26037,"Mazatán","2.6046511628",
"2020",	26038,"Moctezuma","4.7382042604",
"2020",	26039,"Naco","20.1321343366",
"2020",	26040,"Nácori Chico","19.4407456724",
"2020",	26041,"Nacozari de García","15.0126401759",
"2020",	26042,"Navojoa","38.6593021522",
"2020",	26043,"Nogales","14.137798606",
"2020",	26044,"Onavas","7.8488372093",
"2020",	26045,"Opodepe","16.3551401869",
"2020",	26046,"Oquitoa","8.6519114688",
"2020",	26047,"Pitiquito","23.6392262708",
"2020",	26048,"Puerto Peñasco","26.0663372817",
"2020",	26049,"Quiriego","26.1603375527",
"2020",	26050,"Rayón","13.8049450549",
"2020",	26051,"Rosario","15.3536637018",
"2020",	26052,"Sahuaripa","14.079493771",
"2020",	26053,"San Felipe de Jesús","7.8804347826",
"2020",	26054,"San Javier","7.6779026217",
"2020",	26055,"San Luis Río Colorado","17.9980153842",
"2020",	26056,"San Miguel de Horcasitas","31.1077296222",
"2020",	26057,"San Pedro de la Cueva","5.9340659341",
"2020",	26058,"Santa Ana","21.5447606789",
"2020",	26059,"Santa Cruz","4.2565947242",
"2020",	26060,"Sáric","18.8169301377",
"2020",	26061,"Soyopa","9.9850968703",
"2020",	26062,"Suaqui Grande","6.884057971",
"2020",	26063,"Tepache","16.2830349531",
"2020",	26064,"Trincheras","6.2084257206",
"2020",	26065,"Tubutama","17.9611650485",
"2020",	26066,"Ures","14.837008629",
"2020",	26067,"Villa Hidalgo","9.7094259391",
"2020",	26068,"Villa Pesqueira","11.1545988258",
"2020",	26069,"Yécora","33.8323353293",
"2020",	26070,"General Plutarco Elías Calles","23.7878202632",
"2020",	26071,"Benito Juárez","37.7491436685",
"2020",	26072,"San Ignacio Río Muerto","38.4985348249",
"2020",	27,"Tabasco","NA",
"2020",	27001,"Balancán","43.3542903213",
"2020",	27002,"Cárdenas","43.2569827056",
"2020",	27003,"Centla","72.1530974505",
"2020",	27004,"Centro","29.9732839036",
"2020",	27005,"Comalcalco","43.7247049544",
"2020",	27006,"Cunduacán","44.8514522752",
"2020",	27007,"Emiliano Zapata","33.9488401192",
"2020",	27008,"Huimanguillo","40.9700549144",
"2020",	27009,"Jalapa","28.5443788065",
"2020",	27010,"Jalpa de Méndez","46.4768620658",
"2020",	27011,"Jonuta","57.3395413414",
"2020",	27012,"Macuspana","46.6190771936",
"2020",	27013,"Nacajuca","38.7190312379",
"2020",	27014,"Paraíso","47.3552654495",
"2020",	27015,"Tacotalpa","37.6252482536",
"2020",	27016,"Teapa","29.6902191764",
"2020",	27017,"Tenosique","36.6108473255",
"2020",	28,"Tamaulipas","NA",
"2020",	28001,"Abasolo","10.4371189418",
"2020",	28002,"Aldama","11.9832342046",
"2020",	28003,"Altamira","19.152660073",
"2020",	28004,"Antiguo Morelos","7.5903063557",
"2020",	28005,"Burgos","2.3791635362",
"2020",	28006,"Bustamante","18.9087488241",
"2020",	28007,"Camargo","9.8901610235",
"2020",	28008,"Casas","3.8052878676",
"2020",	28009,"Ciudad Madero","10.2192122802",
"2020",	28010,"Cruillas","5.049833887",
"2020",	28011,"Gómez Farías","9.081934847",
"2020",	28012,"González","16.1331433208",
"2020",	28013,"Güémez","14.1503608099",
"2020",	28014,"Guerrero","5.1212938005",
"2020",	28015,"Gustavo Díaz Ordaz","16.4472889015",
"2020",	28016,"Hidalgo","8.7008077578",
"2020",	28017,"Jaumave","19.454594229",
"2020",	28018,"Jiménez","8.1178396072",
"2020",	28019,"Llera","9.3434205407",
"2020",	28020,"Mainero","10.7838242636",
"2020",	28021,"El Mante","15.939747933",
"2020",	28022,"Matamoros","16.4160286115",
"2020",	28023,"Méndez","11.3171659534",
"2020",	28024,"Mier","6.0264260393",
"2020",	28025,"Miguel Alemán","15.8768042706",
"2020",	28026,"Miquihuana","15.8593966233",
"2020",	28027,"Nuevo Laredo","13.0813477286",
"2020",	28028,"Nuevo Morelos","7.374005305",
"2020",	28029,"Ocampo","11.8329398143",
"2020",	28030,"Padilla","10.0723437734",
"2020",	28031,"Palmillas","11.4270386266",
"2020",	28032,"Reynosa","11.5248383878",
"2020",	28033,"Río Bravo","13.6433318863",
"2020",	28034,"San Carlos","6.3184148538",
"2020",	28035,"San Fernando","14.7814336437",
"2020",	28036,"San Nicolás","1.9144144144",
"2020",	28037,"Soto la Marina","8.0367527582",
"2020",	28038,"Tampico","13.0441580474",
"2020",	28039,"Tula","14.4732832624",
"2020",	28040,"Valle Hermoso","16.5982130924",
"2020",	28041,"Victoria","15.4644998599",
"2020",	28042,"Villagrán","5.9240797546",
"2020",	28043,"Xicoténcatl","8.6807088649",
"2020",	29,"Tlaxcala","NA",
"2020",	29001,"Amaxac de Guerrero","20.6229576866",
"2020",	29002,"Apetatitlán de Antonio Carvajal","22.4073829674",
"2020",	29003,"Atlangatepec","14.5725014443",
"2020",	29004,"Atltzayanca","29.6572875953",
"2020",	29005,"Apizaco","23.3620120789",
"2020",	29006,"Calpulalpan","36.0274816465",
"2020",	29007,"El Carmen Tequexquitla","39.7315462938",
"2020",	29008,"Cuapiaxtla","29.1575736273",
"2020",	29009,"Cuaxomulco","12.5173852573",
"2020",	29010,"Chiautempan","28.0577826575",
"2020",	29011,"Muñoz de Domingo Arenas","10.6206014075",
"2020",	29012,"Españita","17.3817381738",
"2020",	29013,"Huamantla","38.5405606439",
"2020",	29014,"Hueyotlipan","31.4405127993",
"2020",	29015,"Ixtacuixtla de Mariano Matamoros","17.5006292562",
"2020",	29016,"Ixtenco","18.3306277056",
"2020",	29017,"Mazatecochco de José María Morelos","34.950952323",
"2020",	29018,"Contla de Juan Cuamatzi","31.3303072812",
"2020",	29019,"Tepetitla de Lardizábal","29.1976238669",
"2020",	29020,"Sanctórum de Lázaro Cárdenas","18.9317251777",
"2020",	29021,"Nanacamilpa de Mariano Arista","25.2282601873",
"2020",	29022,"Acuamanala de Miguel Hidalgo","21.875",
"2020",	29023,"Natívitas","30.4118025258",
"2020",	29024,"Panotla","24.3524658482",
"2020",	29025,"San Pablo del Monte","43.7260125918",
"2020",	29026,"Santa Cruz Tlaxcala","26.3314912213",
"2020",	29027,"Tenancingo","29.3259474616",
"2020",	29028,"Teolocholco","31.1316954553",
"2020",	29029,"Tepeyanco","23.4860916358",
"2020",	29030,"Terrenate","22.4528228298",
"2020",	29031,"Tetla de la Solidaridad","24.0084998313",
"2020",	29032,"Tetlatlahuca","23.5744990881",
"2020",	29033,"Tlaxcala","15.7417076418",
"2020",	29034,"Tlaxco","31.3768199948",
"2020",	29035,"Tocatlán","15.233614536",
"2020",	29036,"Totolac","22.5711459461",
"2020",	29037,"Ziltlaltépec de Trinidad Sánchez Santos","29.8189445794",
"2020",	29038,"Tzompantepec","31.9042987508",
"2020",	29039,"Xaloztoc","28.0019975003",
"2020",	29040,"Xaltocan","22.7027092031",
"2020",	29041,"Papalotla de Xicohténcatl","36.4889483855",
"2020",	29042,"Xicohtzinco","22.9719326836",
"2020",	29043,"Yauhquemehcan","25.3138854836",
"2020",	29044,"Zacatelco","24.8357587715",
"2020",	29045,"Benito Juárez","14.0881730926",
"2020",	29046,"Emiliano Zapata","5.7959183673",
"2020",	29047,"Lázaro Cárdenas","7.4948964713",
"2020",	29048,"La Magdalena Tlaltelulco","ND",
"2020",	29049,"San Damián Texóloc","8.1826163301",
"2020",	29050,"San Francisco Tetlanohcan","32.1523353392",
"2020",	29051,"San Jerónimo Zacualpan","8.9128797389",
"2020",	29052,"San José Teacalco","12.1289093507",
"2020",	29053,"San Juan Huactzinco","18.3451790264",
"2020",	29054,"San Lorenzo Axocomanitla","14.4911705807",
"2020",	29055,"San Lucas Tecopilco","11.6148246195",
"2020",	29056,"Santa Ana Nopalucan","7.4146981627",
"2020",	29057,"Santa Apolonia Teacalco","12.4131749944",
"2020",	29058,"Santa Catarina Ayometla","11.3142239048",
"2020",	29059,"Santa Cruz Quilehtla","13.8580783108",
"2020",	29060,"Santa Isabel Xiloxoxtla","15.1315789474",
"2020",	30,"Veracruz de Ignacio de la Llave","NA",
"2020",	30001,"Acajete","30.2503404211",
"2020",	30002,"Acatlán","12.5147928994",
"2020",	30003,"Acayucan","22.5614294253",
"2020",	30004,"Actopan","18.4421454318",
"2020",	30005,"Acula","23.7974683544",
"2020",	30006,"Acultzingo","26.4202956503",
"2020",	30007,"Camarón de Tejeda","12.9017305315",
"2020",	30008,"Alpatláhuac","28.6140814448",
"2020",	30009,"Alto Lucero de Gutiérrez Barrios","3.421638808",
"2020",	30010,"Altotonga","26.4265853933",
"2020",	30011,"Alvarado","17.8523500128",
"2020",	30012,"Amatitlán","19.7942122186",
"2020",	30013,"Naranjos Amatlán","27.6054322998",
"2020",	30014,"Amatlán de los Reyes","18.7531570277",
"2020",	30015,"Angel R. Cabada","37.0805628384",
"2020",	30016,"La Antigua","16.0964073136",
"2020",	30017,"Apazapan","16.460369164",
"2020",	30018,"Aquila","42.5630468348",
"2020",	30019,"Astacinga","26.7280432559",
"2020",	30020,"Atlahuilco","14.3347715066",
"2020",	30021,"Atoyac","20.0705716636",
"2020",	30022,"Atzacan","26.2021207412",
"2020",	30023,"Atzalan","21.6288068935",
"2020",	30024,"Tlaltetela","24.0925553778",
"2020",	30025,"Ayahualulco","23.6150352515",
"2020",	30026,"Banderilla","10.0314689143",
"2020",	30027,"Benito Juárez","42.5952633999",
"2020",	30028,"Boca del Río","12.6692504114",
"2020",	30029,"Calcahualco","22.3180148437",
"2020",	30030,"Camerino Z. Mendoza","22.5775381258",
"2020",	30031,"Carrillo Puerto","20.2349963313",
"2020",	30032,"Catemaco","42.1464969701",
"2020",	30033,"Cazones de Herrera","33.8853782771",
"2020",	30034,"Cerro Azul","20.2706714258",
"2020",	30035,"Citlaltépetl","26.0552077937",
"2020",	30036,"Coacoatzintla","18.8261310944",
"2020",	30037,"Coahuitlán","43.4238787113",
"2020",	30038,"Coatepec","14.1753255168",
"2020",	30039,"Coatzacoalcos","22.7455193057",
"2020",	30040,"Coatzintla","26.1726163816",
"2020",	30041,"Coetzala","31.679721497",
"2020",	30042,"Colipa","18.4560780834",
"2020",	30043,"Comapa","26.2637082886",
"2020",	30044,"Córdoba","11.5223807121",
"2020",	30045,"Cosamaloapan de Carpio","24.8155973807",
"2020",	30046,"Cosautlán de Carvajal","7.9107657007",
"2020",	30047,"Coscomatepec","21.6531693813",
"2020",	30048,"Cosoleacaque","21.7417931418",
"2020",	30049,"Cotaxtla","34.464564157",
"2020",	30050,"Coxquihui","42.0428641383",
"2020",	30051,"Coyutla","27.0604921095",
"2020",	30052,"Cuichapa","30.599247834",
"2020",	30053,"Cuitláhuac","14.6462264542",
"2020",	30054,"Chacaltianguis","24.1544571427",
"2020",	30055,"Chalma","22.8212042634",
"2020",	30056,"Chiconamel","20.9819360815",
"2020",	30057,"Chiconquiaco","16.4540482751",
"2020",	30058,"Chicontepec","33.1087044005",
"2020",	30059,"Chinameca","28.9874132086",
"2020",	30060,"Chinampa de Gorostiza","17.0009588277",
"2020",	30061,"Las Choapas","25.6847771947",
"2020",	30062,"Chocamán","22.2523655003",
"2020",	30063,"Chontla","19.6951134181",
"2020",	30064,"Chumatlán","57.1860816944",
"2020",	30065,"Emiliano Zapata","14.0333792783",
"2020",	30066,"Espinal","31.3162023036",
"2020",	30067,"Filomeno Mata","40.3850435414",
"2020",	30068,"Fortín","19.7287557072",
"2020",	30069,"Gutiérrez Zamora","26.1550180729",
"2020",	30070,"Hidalgotitlán","34.5982375466",
"2020",	30071,"Huatusco","16.645218927",
"2020",	30072,"Huayacocotla","16.2859969292",
"2020",	30073,"Hueyapan de Ocampo","32.4903009288",
"2020",	30074,"Huiloapan de Cuauhtémoc","21.300196574",
"2020",	30075,"Ignacio de la Llave","32.022382187",
"2020",	30076,"Ilamatlán","17.639046538",
"2020",	30077,"Isla","38.1245267697",
"2020",	30078,"Ixcatepec","21.4847070635",
"2020",	30079,"Ixhuacán de los Reyes","20.7681447338",
"2020",	30080,"Ixhuatlán del Café","16.140674928",
"2020",	30081,"Ixhuatlancillo","35.9493574682",
"2020",	30082,"Ixhuatlán del Sureste","31.330161835",
"2020",	30083,"Ixhuatlán de Madero","45.0064088964",
"2020",	30084,"Ixmatlahuacan","16.5538686665",
"2020",	30085,"Ixtaczoquitlán","19.8031718491",
"2020",	30086,"Jalacingo","22.8830851533",
"2020",	30087,"Xalapa","11.7075215233",
"2020",	30088,"Jalcomulco","8.2147866159",
"2020",	30089,"Jáltipan","46.7133140248",
"2020",	30090,"Jamapa","27.9340299688",
"2020",	30091,"Jesús Carranza","38.5652449048",
"2020",	30092,"Xico","15.895291623",
"2020",	30093,"Jilotepec","16.4846750084",
"2020",	30094,"Juan Rodríguez Clara","27.4956332567",
"2020",	30095,"Juchique de Ferrer","15.8720565159",
"2020",	30096,"Landero y Coss","7.0317782285",
"2020",	30097,"Lerdo de Tejada","26.5408996066",
"2020",	30098,"Magdalena","19.7692547552",
"2020",	30099,"Maltrata","15.1308291984",
"2020",	30100,"Manlio Fabio Altamirano","26.7345330989",
"2020",	30101,"Mariano Escobedo","30.8153825401",
"2020",	30102,"Martínez de la Torre","19.5551372678",
"2020",	30103,"Mecatlán","32.7879219034",
"2020",	30104,"Mecayapan","45.6688972082",
"2020",	30105,"Medellín de Bravo","16.861175667",
"2020",	30106,"Miahuatlán","11.4196845146",
"2020",	30107,"Las Minas","27.6193747853",
"2020",	30108,"Minatitlán","25.7927667658",
"2020",	30109,"Misantla","18.2365835058",
"2020",	30110,"Mixtla de Altamirano","42.7",
"2020",	30111,"Moloacán","18.3769808876",
"2020",	30112,"Naolinco","15.8798228264",
"2020",	30113,"Naranjal","35.5061179088",
"2020",	30114,"Nautla","16.0129703621",
"2020",	30115,"Nogales","14.271428867",
"2020",	30116,"Oluta","30.392492559",
"2020",	30117,"Omealca","29.0633711569",
"2020",	30118,"Orizaba","12.8249126064",
"2020",	30119,"Otatitlán","25.5860079336",
"2020",	30120,"Oteapan","31.766851901",
"2020",	30121,"Ozuluama de Mascareñas","21.6383838011",
"2020",	30122,"Pajapan","52.3712571793",
"2020",	30123,"Pánuco","21.0101773015",
"2020",	30124,"Papantla","30.4429987508",
"2020",	30125,"Paso del Macho","14.7815614593",
"2020",	30126,"Paso de Ovejas","22.8251143023",
"2020",	30127,"La Perla","42.2177520744",
"2020",	30128,"Perote","22.2226732965",
"2020",	30129,"Platón Sánchez","22.4022313207",
"2020",	30130,"Playa Vicente","34.8448341169",
"2020",	30131,"Poza Rica de Hidalgo","20.7795731984",
"2020",	30132,"Las Vigas de Ramírez","17.2194496999",
"2020",	30133,"Pueblo Viejo","18.8324304517",
"2020",	30134,"Puente Nacional","17.8367799921",
"2020",	30135,"Rafael Delgado","27.2527140634",
"2020",	30136,"Rafael Lucio","6.1927445951",
"2020",	30137,"Los Reyes","11.9223363286",
"2020",	30138,"Río Blanco","11.9961112898",
"2020",	30139,"Saltabarranca","15.2823920266",
"2020",	30140,"San Andrés Tenejapan","40.5133203379",
"2020",	30141,"San Andrés Tuxtla","45.3008472872",
"2020",	30142,"San Juan Evangelista","28.4580274367",
"2020",	30143,"Santiago Tuxtla","51.4234366877",
"2020",	30144,"Sayula de Alemán","35.7436493607",
"2020",	30145,"Soconusco","32.1136736668",
"2020",	30146,"Sochiapa","23.3195449845",
"2020",	30147,"Soledad Atzompa","33.9973439575",
"2020",	30148,"Soledad de Doblado","26.6370028442",
"2020",	30149,"Soteapan","48.1645101415",
"2020",	30150,"Tamalín","27.1449694078",
"2020",	30151,"Tamiahua","27.2071632084",
"2020",	30152,"Tampico Alto","19.8560628093",
"2020",	30153,"Tancoco","16.1420784245",
"2020",	30154,"Tantima","22.1546672066",
"2020",	30155,"Tantoyuca","38.1574092838",
"2020",	30156,"Tatatila","19.3629086057",
"2020",	30157,"Castillo de Teayo","28.1698723251",
"2020",	30158,"Tecolutla","29.9212718269",
"2020",	30159,"Tehuipango","9.5303677179",
"2020",	30160,"Álamo Temapache","19.077741555",
"2020",	30161,"Tempoal","20.5955677643",
"2020",	30162,"Tenampa","32.0150659134",
"2020",	30163,"Tenochtitlán","13.0662371653",
"2020",	30164,"Teocelo","6.9435605398",
"2020",	30165,"Tepatlaxco","18.4410001131",
"2020",	30166,"Tepetlán","21.3577586207",
"2020",	30167,"Tepetzintla","28.8184392208",
"2020",	30168,"Tequila","21.4387951957",
"2020",	30169,"José Azueta","28.5612815319",
"2020",	30170,"Texcatepec","38.5243593354",
"2020",	30171,"Texhuacán","29.6897810219",
"2020",	30172,"Texistepec","29.8808786476",
"2020",	30173,"Tezonapa","26.0877022773",
"2020",	30174,"Tierra Blanca","19.9769811226",
"2020",	30175,"Tihuatlán","24.0686691972",
"2020",	30176,"Tlacojalpan","17.5470831419",
"2020",	30177,"Tlacolulan","16.339750175",
"2020",	30178,"Tlacotalpan","30.9271805063",
"2020",	30179,"Tlacotepec de Mejía","12.9039923954",
"2020",	30180,"Tlachichilco","23.4431892447",
"2020",	30181,"Tlalixcoyan","26.1456296796",
"2020",	30182,"Tlalnelhuayocan","19.954302242",
"2020",	30183,"Tlapacoyan","23.8995749495",
"2020",	30184,"Tlaquilpa","26.3621283654",
"2020",	30185,"Tlilapan","29.8835705045",
"2020",	30186,"Tomatlán","19.2237378709",
"2020",	30187,"Tonayán","8.771043771",
"2020",	30188,"Totutla","13.1593974777",
"2020",	30189,"Tuxpan","12.8382299914",
"2020",	30190,"Tuxtilla","24.0500670541",
"2020",	30191,"Ursulo Galván","13.9335263904",
"2020",	30192,"Vega de Alatorre","18.2341041152",
"2020",	30193,"Veracruz","15.1424307852",
"2020",	30194,"Villa Aldama","14.2550537326",
"2020",	30195,"Xoxocotla","32.9776247849",
"2020",	30196,"Yanga","28.8809511866",
"2020",	30197,"Yecuatla","22.1695493253",
"2020",	30198,"Zacualpan","23.5356121066",
"2020",	30199,"Zaragoza","33.4101090792",
"2020",	30200,"Zentla","13.0190922921",
"2020",	30201,"Zongolica","26.2574957516",
"2020",	30202,"Zontecomatlán de López y Fuentes","57.8453192377",
"2020",	30203,"Zozocolco de Hidalgo","47.5188287464",
"2020",	30204,"Agua Dulce","23.1998394549",
"2020",	30205,"El Higo","19.0242861113",
"2020",	30206,"Nanchital de Lázaro Cárdenas del Río","25.1343639589",
"2020",	30207,"Tres Valles","23.6586984936",
"2020",	30208,"Carlos A. Carrillo","22.6296018157",
